"Owner","Certificate Issuer Organization","Certificate Issuer Organizational Unit","Common Name or Certificate Name","Certificate Serial Number","SHA-256 Fingerprint","Subject + SPKI SHA256","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Trust Bits","Distrust for TLS After Date","Distrust for S/MIME After Date","EV Policy OID(s)","Approval Bug","NSS Release When First Included","Firefox Release When First Included","Test Website - Valid","Test Website - Expired","Test Website - Revoked","Mozilla Applied Constraints","Company Website","Geographic Focus","Certificate Policy (CP)","Certification Practice Statement (CPS)","Certificate Practice & Policy Statement (CP/CPS)","Standard Audit","NetSec Audit","TLS BR Audit","TLS EVG Audit","S/MIME BR Audit","Audit Firm","Standard Audit Type","Standard Audit Statement Dt"
"D-Trust","D-Trust GmbH","","D-Trust SBR Root CA 2 2022","54D5A3951E3D95BA721B9AD031214ABA","DBA84DD7EF622D485463A90137EA4D574DF8550928F6AFA03B4D8B1141E636CC","248AAEDB0B9851C5EE0329A9C2CBF3B013B3CDC60C0B73AC7A66078B91CE0767","2022.07.07","2037.07.07","RSA 4096 bits","SHA512WithRSA","Email","","","","https://bugzilla.mozilla.org/show_bug.cgi?id=1781510","NSS 3.98","FF 124","","","","","https://www.d-trust.net/en","Germany, Europe, Global","https://www.d-trust.net/internet/files/D-TRUST_CP.pdf","https://www.d-trust.net/internet/files/EON_SE_PKI_CPS.pdf; https://www.d-trust.net/internet/files/D-TRUST_CSM_PKI_CPS.pdf","","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2024112901_D-Trust-CAs_Standard_Audit_V1.1.pdf","","","","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2024112901_D-Trust-CAs_SMIME-BR_Audit_V1.1.pdf","TÜV NORD CERT GmbH","ETSI EN 319 411","2024.12.12"
"Deutsche Telekom Security GmbH","T-Systems Enterprise Services GmbH","T-Systems Trust Center","T-TeleSec GlobalRoot Class 2","01","91E2F5788D5810EBA7BA58737DE1548A8ECACD014598BC0B143E041B17052552","0F0AFC4D1673EDDDCDB11A28B9E688AD043454DE33930CCF448B0282AD77EDB4","2008.10.01","2033.10.01","RSA 2048 bits","SHA256WithRSA","Websites;Email","","","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=892390","NSS 3.16","Firefox 29","https://root-class2.test.telesec.de/","https://root-class2-expired.test.telesec.de/","https://root-class2-revoked.test.telesec.de/","","https://www.telesec.de/","Germany","https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CP-EN-DE-V7.0.pdf","https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CPS-Public-EN-V10.0.pdf; https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CPS-Public-EN-V9.0.pdf","","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_Standard.pdf","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_Standard.pdf","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_TLS_BR.pdf","","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_SBR.pdf","TÜV NORD CERT GmbH","ETSI EN 319 411","2025.06.18"
"Deutsche Telekom Security GmbH","T-Systems Enterprise Services GmbH","T-Systems Trust Center","T-TeleSec GlobalRoot Class 3","01","FD73DAD31C644FF1B43BEF0CCDDA96710B9CD9875ECA7E31707AF3E96D522BBD","412D555AA1AFDE0B362954E066CC10DD3EF6B7E27E1DB37BDFBBA49AF4CE3434","2008.10.01","2033.10.01","RSA 2048 bits","SHA256WithRSA","Websites","","","1.3.6.1.4.1.7879.13.24.1","https://bugzilla.mozilla.org/show_bug.cgi?id=669849","NSS 3.14","Firefox 18","https://root-class3.test.telesec.de/","https://root-class3-expired.test.telesec.de/","https://root-class3-revoked.test.telesec.de/","","https://www.telesec.de/","Germany","https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CP-EN-DE-V7.0.pdf","https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CPS-Public-EN-V10.0.pdf; https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CPS-Public-EN-V9.0.pdf","","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_Standard.pdf","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_Standard.pdf","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_TLS_BR.pdf","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_TLS_EV.pdf","","TÜV NORD CERT GmbH","ETSI EN 319 411","2025.06.18"
"Deutsche Telekom Security GmbH","Deutsche Telekom Security GmbH","","Telekom Security SMIME ECC Root 2021","152ADD14C918D1A4564086A625AF075F","3AE6DF7E0D637A65A8C81612EC6F9A142F85A16834C10280D88E707028518755","209CCDB059241D15F7481219863E2AF5055A3A870DA4B3A0712F672D9A8055D1","2021.03.18","2046.03.17","EC secp384r1","ecdsaWithSHA384","Email","","","","https://bugzilla.mozilla.org/show_bug.cgi?id=1820592","NSS 3.98","FF 124","","","","No name constraints are to be applied","https://www.telesec.de/","Germany","https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CP-EN-DE-V7.0.pdf","https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CPS-Public-EN-V10.0.pdf; https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CPS-Public-EN-V9.0.pdf","","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_Standard.pdf","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_Standard.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/en/AA2023062101_Telekom_Security_2023_V1.0.pdf","","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_SBR.pdf","TÜV NORD CERT GmbH","ETSI EN 319 411","2025.06.18"
"Deutsche Telekom Security GmbH","Deutsche Telekom Security GmbH","","Telekom Security SMIME RSA Root 2023","0C7E62F579733B9D438E8B63ED9195B8","78A656344F947E9CC0F734D9053D32F6742086B6B9CD2CAE4FAE1A2E4EFDE048","1E8BD5073BFA06B23851984E9C3AE73BC657963D216C5E9BD1D09022C7E4ACD8","2023.03.28","2048.03.27","RSA 4096 bits","SHA384WithRSA","Email","","","","https://bugzilla.mozilla.org/show_bug.cgi?id=1820592","NSS 3.98","FF 124","","","","No name constraints are to be applied","https://www.telesec.de/","Germany","https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CP-EN-DE-V7.0.pdf","https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CPS-Public-EN-V10.0.pdf; https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CPS-Public-EN-V9.0.pdf","","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_Standard.pdf","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_Standard.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/en/AA2023062101_Telekom_Security_2023_V1.0.pdf","","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_SBR.pdf","TÜV NORD CERT GmbH","ETSI EN 319 411","2025.06.18"
"Deutsche Telekom Security GmbH","Deutsche Telekom Security GmbH","","Telekom Security TLS ECC Root 2020","363A968CC95CB258CDD0015DC5E55700","578AF4DED0853F4E5998DB4AEAF9CBEA8D945F60B620A38D1A3C13B2BC7BA8E1","1E94B504AA1CC8BA8E928E466D38E39A24155F9AF4DD3F2710C883CFE4EA7DAD","2020.08.25","2045.08.25","EC secp384r1","ecdsaWithSHA384","Websites","","","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1820592","NSS 3.98","FF 124","https://active.tstlser20.test.telesec.de/","https://expired.tstlser20.test.telesec.de/","https://revoked.tstlser20.test.telesec.de/","","https://www.telesec.de/","Germany","https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CP-EN-DE-V7.0.pdf","https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CPS-Public-EN-V10.0.pdf; https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CPS-Public-EN-V9.0.pdf","","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_Standard.pdf","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_Standard.pdf","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_TLS_BR.pdf","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_TLS_EV.pdf","","TÜV NORD CERT GmbH","ETSI EN 319 411","2025.06.18"
"Deutsche Telekom Security GmbH","Deutsche Telekom Security GmbH","","Telekom Security TLS RSA Root 2023","219C542DE8F6EC7177FA4EE8C3705797","EFC65CADBB59ADB6EFE84DA22311B35624B71B3B1EA0DA8B6655174EC8978646","A143FB70724E95B9E4AECDD191EA092EFAF7DB311D1BA836D9FB21E4D0FCA518","2023.03.28","2048.03.27","RSA 4096 bits","SHA384WithRSA","Websites","","","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1820592","NSS 3.98","FF 124","https://active.tstlsrr23.test.telesec.de/","https://expired.tstlsrr23.test.telesec.de/","https://revoked.tstlsrr23.test.telesec.de/","","https://www.telesec.de/","Germany","https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CP-EN-DE-V7.0.pdf","https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CPS-Public-EN-V10.0.pdf; https://www.telesec.de/assets/downloads/PKI-Repository/Telekom-Security-CPS-Public-EN-V9.0.pdf","","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_Standard.pdf","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_Standard.pdf","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_TLS_BR.pdf","https://www.tuev-nord.de/fileadmin/Content/TUEV_NORD_DE/zertifizierung/Zertifikate/de/AA2025061801_Telekom_Security_2025_TLS_EV.pdf","","TÜV NORD CERT GmbH","ETSI EN 319 411","2025.06.18"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Assured ID Root CA","0CE7E0E517D846FE8FE560FC1BF03039","3E9099B5015E8F486C00BCEA9D111EE721FABA355A89BCF1DF69561E3DC6325C","8B09F71254C1FDE209B244249740AA7F5E2424608AAF726C6BB163B623052E3E","2006.11.10","2031.11.10","RSA 2048 bits","SHA1WithRSA","Websites;Email","","","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=364568","NSS 3.11.8","Firefox 2","https://assured-id-root-ca.chain-demos.digicert.com","https://assured-id-root-ca-expired.chain-demos.digicert.com/","https://assured-id-root-ca-revoked.chain-demos.digicert.com/","","https://www.digicert.com/","USA, Global","","","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-public-trust-cpcps-7.06.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=ffc2cba4-ab1a-4f7b-af96-9607dd7cae98","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=7bc93007-2ea2-47a4-909f-56b015703934","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=88d88042-b82d-4307-97f3-5ee151aeadfa","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=73520ed1-f83f-48be-9cb6-2831ed6cbb30","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=1391d859-d8b4-4c2d-bb91-20f22fcca71d","BDO International Limited","WebTrust","2024.11.27"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Assured ID Root G2","0B931C3AD63967EA6723BFC3AF9AF44B","7D05EBB682339F8C9451EE094EEBFEFA7953A114EDB2F44949452FAB7D2FC185","9995A1B0AD7AC1C1D9B2905939B8F4D6295762D71D5349B82F4AAF520F4CB3E5","2013.08.01","2038.01.15","RSA 2048 bits","SHA256WithRSA","Websites;Email","","","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=908827","NSS 3.16.3","Firefox 32","https://assured-id-root-g2.chain-demos.digicert.com","https://assured-id-root-g2-expired.chain-demos.digicert.com/","https://assured-id-root-g2-revoked.chain-demos.digicert.com/","","https://www.digicert.com/","USA, Global","","","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-public-trust-cpcps-7.06.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=ffc2cba4-ab1a-4f7b-af96-9607dd7cae98","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=7bc93007-2ea2-47a4-909f-56b015703934","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=88d88042-b82d-4307-97f3-5ee151aeadfa","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=73520ed1-f83f-48be-9cb6-2831ed6cbb30","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=1391d859-d8b4-4c2d-bb91-20f22fcca71d","BDO International Limited","WebTrust","2024.11.27"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Assured ID Root G3","0BA15AFA1DDFA0B54944AFCD24A06CEC","7E37CB8B4C47090CAB36551BA6F45DB840680FBA166A952DB100717F43053FC2","D8217508C8209158A4F8A94E9BF0C22F92D8D92A9A692868AF7E949293754794","2013.08.01","2038.01.15","EC secp384r1","ecdsaWithSHA384","Websites;Email","","","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=908827","NSS 3.16.3","Firefox 32","https://assured-id-root-g3.chain-demos.digicert.com","https://assured-id-root-g3-expired.chain-demos.digicert.com/","https://assured-id-root-g3-revoked.chain-demos.digicert.com/","","https://www.digicert.com/","USA, Global","","","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-public-trust-cpcps-7.06.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=ffc2cba4-ab1a-4f7b-af96-9607dd7cae98","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=7bc93007-2ea2-47a4-909f-56b015703934","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=88d88042-b82d-4307-97f3-5ee151aeadfa","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=73520ed1-f83f-48be-9cb6-2831ed6cbb30","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=1391d859-d8b4-4c2d-bb91-20f22fcca71d","BDO International Limited","WebTrust","2024.11.27"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Global Root CA","083BE056904246B1A1756AC95991C74A","4348A0E9444C78CB265E058D5E8944B4D84F9662BD26DB257F8934A443C70161","E3A02DD6922883C21CC810B412523E4DA4A26431F9204A090201312120312851","2006.11.10","2031.11.10","RSA 2048 bits","SHA1WithRSA","Websites;Email","","","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=364568","NSS 3.11.8","Firefox 2","https://global-root-ca.chain-demos.digicert.com","https://global-root-ca-expired.chain-demos.digicert.com","https://global-root-ca-revoked.chain-demos.digicert.com","","https://www.digicert.com/","USA, Global","","","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-public-trust-cpcps-7.06.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=ffc2cba4-ab1a-4f7b-af96-9607dd7cae98","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=7bc93007-2ea2-47a4-909f-56b015703934","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=88d88042-b82d-4307-97f3-5ee151aeadfa","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=73520ed1-f83f-48be-9cb6-2831ed6cbb30","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=1391d859-d8b4-4c2d-bb91-20f22fcca71d","BDO International Limited","WebTrust","2024.11.27"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Global Root G2","033AF1E6A711A9A0BB2864B11D09FAE5","CB3CCBB76031E5E0138F8DD39A23F9DE47FFC35E43C1144CEA27D46A5AB1CB5F","59FFC36A1E03C7E86DD444D1E90558E9F547F0D7EC2F036B92F81E208E14C32C","2013.08.01","2038.01.15","RSA 2048 bits","SHA256WithRSA","Websites;Email","","","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=908827","NSS 3.16.3","Firefox 32","https://global-root-g2.chain-demos.digicert.com","https://global-root-g2-expired.chain-demos.digicert.com","https://global-root-g2-revoked.chain-demos.digicert.com","","https://www.digicert.com/","USA, Global","","","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-public-trust-cpcps-7.06.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=ffc2cba4-ab1a-4f7b-af96-9607dd7cae98","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=7bc93007-2ea2-47a4-909f-56b015703934","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=88d88042-b82d-4307-97f3-5ee151aeadfa","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=73520ed1-f83f-48be-9cb6-2831ed6cbb30","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=1391d859-d8b4-4c2d-bb91-20f22fcca71d","BDO International Limited","WebTrust","2024.11.27"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Global Root G3","055556BCF25EA43535C3A40FD5AB4572","31AD6648F8104138C738F39EA4320133393E3A18CC02296EF97C2AC9EF6731D0","F0F8ADBB0A616D89538FFE80B1A59B2DDA5ED615CDA1001A2A1B9E1738066E33","2013.08.01","2038.01.15","EC secp384r1","ecdsaWithSHA384","Websites;Email","","","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=908827","NSS 3.16.3","Firefox 32","https://global-root-g3.chain-demos.digicert.com","https://global-root-g3-expired.chain-demos.digicert.com","https://global-root-g3-revoked.chain-demos.digicert.com","","https://www.digicert.com/","USA, Global","","","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-public-trust-cpcps-7.06.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=ffc2cba4-ab1a-4f7b-af96-9607dd7cae98","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=7bc93007-2ea2-47a4-909f-56b015703934","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=88d88042-b82d-4307-97f3-5ee151aeadfa","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=73520ed1-f83f-48be-9cb6-2831ed6cbb30","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=1391d859-d8b4-4c2d-bb91-20f22fcca71d","BDO International Limited","WebTrust","2024.11.27"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert High Assurance EV Root CA","02AC5C266A0B409B8F0B79F2AE462577","7431E5F4C3C1CE4690774F0B61E05440883BA9A01ED00BA6ABD7806ED3B118CF","065D43F4C81B18BE6989435AEA98144938DB896DC9EB6573BF219CDEC2AF6D80","2006.11.10","2031.11.10","RSA 2048 bits","SHA1WithRSA","Websites;Email","","","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=364568","NSS 3.11.8","Firefox 2","https://ev-root.chain-demos.digicert.com","https://ev-root-expired.chain-demos.digicert.com","https://ev-root-revoked.chain-demos.digicert.com","","https://www.digicert.com/","USA, Global","","","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-public-trust-cpcps-7.06.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=ffc2cba4-ab1a-4f7b-af96-9607dd7cae98","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=7bc93007-2ea2-47a4-909f-56b015703934","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=88d88042-b82d-4307-97f3-5ee151aeadfa","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=73520ed1-f83f-48be-9cb6-2831ed6cbb30","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=1391d859-d8b4-4c2d-bb91-20f22fcca71d","BDO International Limited","WebTrust","2024.11.27"
"DigiCert","DigiCert, Inc.","","DigiCert SMIME ECC P384 Root G5","053F6EA00601727DED3FC3A3B6A3D6EF","E8E8176536A60CC2C4E10187C3BEFCA20EF263497018F566D5BEA0F94D0C111B","0F72D9A8050530C9177CD4C77FAD6C96AF3E5BE672F73C8B9B3D1A46D0A0D02B","2021.01.15","2046.01.14","EC secp384r1","ecdsaWithSHA384","Email","","","","https://bugzilla.mozilla.org/show_bug.cgi?id=1706228","NSS 3.80","Firefox 103","","","","","https://www.digicert.com/","USA, Global","","","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-public-trust-cpcps-7.06.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=ffc2cba4-ab1a-4f7b-af96-9607dd7cae98","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=7bc93007-2ea2-47a4-909f-56b015703934","","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=1391d859-d8b4-4c2d-bb91-20f22fcca71d","BDO International Limited","WebTrust","2024.11.27"
"DigiCert","DigiCert, Inc.","","DigiCert SMIME RSA4096 Root G5","05F6BA04238346CB7D5CE6B95BBA1C55","90370D3EFA88BF58C30105BA25104A358460A7FA52DFC2011DF233A0F417912A","44E91CB71C50C69B0D529D04FC198612BE1BA1FAECB292EC70EE5A89F7D38DC5","2021.01.15","2046.01.14","RSA 4096 bits","SHA384WithRSA","Email","","","","https://bugzilla.mozilla.org/show_bug.cgi?id=1706228","NSS 3.80","Firefox 103","","","","","https://www.digicert.com/","USA, Global","","","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-public-trust-cpcps-7.06.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=ffc2cba4-ab1a-4f7b-af96-9607dd7cae98","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=7bc93007-2ea2-47a4-909f-56b015703934","","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=1391d859-d8b4-4c2d-bb91-20f22fcca71d","BDO International Limited","WebTrust","2024.11.27"
"DigiCert","DigiCert, Inc.","","DigiCert TLS ECC P384 Root G5","09E09365ACF7D9C8B93E1C0B042A2EF3","018E13F0772532CF809BD1B17281867283FC48C6E13BE9C69812854A490C1B05","9C0ED7F52889536995D99A6538FEF3368154E341EFB7B05F5B39FFA63860BFEF","2021.01.15","2046.01.14","EC secp384r1","ecdsaWithSHA384","Websites","","","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1706228","NSS 3.80","Firefox 103","https://digicert-tls-ecc-p384-root-g5.chain-demos.digicert.com/","https://digicert-tls-ecc-p384-root-g5-expired.chain-demos.digicert.com/","https://digicert-tls-ecc-p384-root-g5-revoked.chain-demos.digicert.com/","","https://www.digicert.com/","USA, Global","","","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-public-trust-cpcps-7.06.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=ffc2cba4-ab1a-4f7b-af96-9607dd7cae98","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=7bc93007-2ea2-47a4-909f-56b015703934","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=88d88042-b82d-4307-97f3-5ee151aeadfa","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=73520ed1-f83f-48be-9cb6-2831ed6cbb30","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=1391d859-d8b4-4c2d-bb91-20f22fcca71d","BDO International Limited","WebTrust","2024.11.27"
"DigiCert","DigiCert, Inc.","","DigiCert TLS RSA4096 Root G5","08F9B478A8FA7EDA6A333789DE7CCF8A","371A00DC0533B3721A7EEB40E8419E70799D2B0A0F2C1D80693165F7CEC4AD75","37965D5239E9FB1098267242AD609EB7BE4186435590EC75D6DF0E4AFEE41F4F","2021.01.15","2046.01.14","RSA 4096 bits","SHA384WithRSA","Websites","","","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1706228","NSS 3.80","Firefox 103","https://digicert-tls-rsa4096-root-g5.chain-demos.digicert.com/","https://digicert-tls-rsa4096-root-g5-expired.chain-demos.digicert.com/","https://digicert-tls-rsa4096-root-g5-revoked.chain-demos.digicert.com/","","https://www.digicert.com/","USA, Global","","","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-public-trust-cpcps-7.06.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=ffc2cba4-ab1a-4f7b-af96-9607dd7cae98","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=7bc93007-2ea2-47a4-909f-56b015703934","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=88d88042-b82d-4307-97f3-5ee151aeadfa","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=73520ed1-f83f-48be-9cb6-2831ed6cbb30","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=1391d859-d8b4-4c2d-bb91-20f22fcca71d","BDO International Limited","WebTrust","2024.11.27"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Trusted Root G4","059B1B579E8E2132E23907BDA777755C","552F7BDCF1A7AF9E6CE672017F4F12ABF77240C78E761AC203D1D9D20AC89988","1F327BEAC723431896AEA29C156BB057A27057DA1728C71731DAD52D2200EE69","2013.08.01","2038.01.15","RSA 4096 bits","SHA384WithRSA","Websites;Email","","","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=908827","NSS 3.16.3","Firefox 32","https://trusted-root-g4.chain-demos.digicert.com/","https://trusted-root-g4-expired.chain-demos.digicert.com/","https://trusted-root-g4-revoked.chain-demos.digicert.com/","","https://www.digicert.com/","USA, Global","","","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-public-trust-cpcps-7.06.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=ffc2cba4-ab1a-4f7b-af96-9607dd7cae98","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=7bc93007-2ea2-47a4-909f-56b015703934","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=88d88042-b82d-4307-97f3-5ee151aeadfa","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=73520ed1-f83f-48be-9cb6-2831ed6cbb30","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=1391d859-d8b4-4c2d-bb91-20f22fcca71d","BDO International Limited","WebTrust","2024.11.27"
